msxssr,unit_opt_loc,whsyjsf,tax_amt,sale_inco,comp_nm,tax_reg_no,org_no,uni_social_crd_cd,count_dt
,,,,,宁海县集益文化用品有限公司,,MA7DQG57-6,91330226MA7DQG576P,
,,,,,宁海明杰商务代理代办服务部,,MACE2BD8-0,92330226MACE2BD80K,
,,,,,宁海县郑敏娜化妆品店,,MA2CLJHN-4,92330226MA2CLJHN40,
,,,,,宁海纪伟机械设备租赁部,,MA2AHJKL-3,92330226MA2AHJKL3R,
,,,,,宁海京盾文化传播有限公司,,MA2GT76E-5,91330226MA2GT76E5Q,
,,,,,宁海森林温泉度假村有限公司,,79604566-8,91330226796045668F,
,,,,,宁海陆潮餐厅,,MA2J5L7U-2,92330226MA2J5L7U20,
,,,,,宁海县群霞护肤品店,,MA2CLG43-X,92330226MA2CLG43XH,
,,,,,宁海京明专业设计服务部,,MACMYF4J-6,92330226MACMYF4J65,
,,,,,宁海优客模具设计工作室,,MA2J7E1Q-3,92330226MA2J7E1Q32,
,,,,,宁波木禾旅游发展有限公司,,MA7NGG4H-6,91330226MA7NGG4H6M,
,,,,,宁波市华正信息技术有限公司,,77232206-9,913302267723220696,
,,,,,宁波登临文具有限公司,,MA2H75JC-7,91330226MA2H75JC72,
,,,,,宁波赞一赞商贸有限公司,,MAD6GB1R-0,92330226MAD6GB1R0Y,
,,,,,宁海县长街俞选唐民宿,,MA291GQ4-6,92330226MA291GQ462,
,,,,,宁海县梅林乐根坊根雕艺术设计工作室,,MA2EMPGU-9,92330226MA2EMPGU90,
,,,,,宁波昊翔航空票务有限公司,,MA2GWE3G-8,91330226MA2GWE3G85,
,,,,,宁海县爱德文具有限公司,,14496579-2,91330226144965792H,
,,,,,宁海县胡庆华餐馆,,MA28YB56-4,92330226MA28YB564U,
,,,,,宁波永申航空票务有限公司,,MA2GWRTA-X,91330226MA2GWRTAX2,
,,,,,宁海信禾文化传媒工作室,,MACXUDA6-0,92330226MACXUDA607,
,,,,,宁海县力洋镇心怡网吧,,66555190-7,913302266655519077,
,,,,,宁海廊桥饭店,,MA2CKWM1-6,92330226MA2CKWM16P,
,,,,,宁海县戴秀常文化传媒工作室,,MABP221B-2,92330226MABP221B2Q,
,,,,,宁海荭萱化妆品商行,,MA290AXL-8,92330226MA290AXL82,
,,,,,宁海林涛工艺品厂,,MA2GU8HP-3,92330226MA2GU8HP36,
,,,,,宁海县胡静货物托运代理点,,MA2H7A2L-6,92330226MA2H7A2L6D,
,,,,,宁海县跃龙街道宝通电子游戏厅,,MA2EMMFH-8,92330226MA2EMMFH8E,
,,,,,宁波金稳文化传媒有限公司,,MA293ER7-2,91330226MA293ER72J,
,,,,,宁海联亿国际展览有限公司,,69824301-1,91330226698243011A,
,,,,,宁波凯力悦户外用品有限公司,,MA2J3BH3-7,91330226MA2J3BH372,
,,,,,宁海康安文化传媒有限公司,,MA2GTRM3-1,91330226MA2GTRM318,
,,,,,宁海县嘉亮餐馆,,MA28Y32U-X,92330226MA28Y32UX4,
,,,,,宁海山有文化传媒工作室,,MACMHYGF-9,92330226MACMHYGF97,
,,,,,宁海县深甽慧民家政服务中心,,MA2EMFW1-6,92330226MA2EMFW166,
,,,,,宁海县三艺木雕工艺品店,,MA291A38-6,92330226MA291A386K,
,,,,,宁海县宇福市场营销策划服务部,,MA2GU2Y7-8,92330226MA2GU2Y78K,
,,,,,宁波美高文具有限公司,,MA2CH2LQ-6,91330226MA2CH2LQ6H,
,,,,,宁海西店飞义餐饮店,,MA2H5R8N-6,92330226MA2H5R8N6E,
,,,,,宁海宝皇汽车销售服务有限公司,,67766869-4,91330226677668694H,
,,,,,宁海县鑫隆源宾馆,,MA2EMCP6-4,92330226MA2EMCP643,
,,,,,宁海萌之兔语文化传媒有限公司,,MAC4TF4A-9,91330226MAC4TF4A9E,
,,,,,宁海县万佳宾馆,,MA2EMUD7-5,92330226MA2EMUD75T,
,,,,,宁波贝儿乐休闲用品有限公司,,MACB5QKH-3,91330226MACB5QKH3Q,
,,,,,宁海鼎泰汽车租赁有限公司,,MA2GRPW5-5,91330226MA2GRPW558,
,,,,,宁海弘艺越剧团,,31699127-7,91330226316991277R,
,,,,,宁海俞桐里民宿,,MA2H5Q32-X,92330226MA2H5Q32XD,
,,,,,宁海县喜气洋洋艺术培训有限公司梅林分公司,,MA2CK2E9-9,91330226MA2CK2E99Q,
,,,,,宁海县迈豪饭店,,MA2GUJ1M-7,92330226MA2GUJ1M7X,
,,,,,宁海县启鸿图文设计服务部,,MA2KPRU4-2,92330226MA2KPRU42U,
,,,,,宁海县凯凯模塑厂,,76854277-1,91330226768542771X,
,,,,,宁海燕山物业服务有限公司,,MA2CHTX2-X,91330226MA2CHTX2XJ,
,,,,,宁海县思蜀川菜馆,,MA2CMPJQ-3,92330226MA2CMPJQ3G,
,,,,,宁海县陈中松棋牌室,,MACU2YXH-9,92330226MACU2YXH9E,
,,,,,宁海方润广告设计工作室（个体工商户）,,MAD2YW1L-3,92330226MAD2YW1L30,
,,,,,浙江华严文化传播有限公司宁海营业部,,MA2CMTP1-8,91330226MA2CMTP18D,
,,,,,宁海县晶瑜电子商务商行,,MA2J7NJ6-9,92330226MA2J7NJ69C,
,,,,,宁海鑫汇餐饮管理有限公司,,MABTRLH8-1,91330226MABTRLH81C,
,,,,,宁海县开天照相器材商行,,MA2J3RTJ-8,92330226MA2J3RTJ8R,
,,,,,宁海县劲锐文具厂,,MA2CKTC0-6,91330226MA2CKTC068,
,,,,,宁海岚风广告设计工作室,,MAC5R5DT-4,92330226MAC5R5DT42,
,,,,,宁波芈可文化传媒有限公司,,MA2GUH3A-6,91330226MA2GUH3A6N,
,,,,,宁海县满珍大酒店赵家分店,,MA2J3DB5-0,91330226MA2J3DB50T,
,,,,,宁海川木装饰设计服务部,,MA2GWY1H-8,92330226MA2GWY1H8B,
,,,,,宁海县一鼎汽车服务有限公司,,56389317-2,91330226563893172Y,
,,,,,宁海县葛民辉挖机租赁服务部,,MA2GTHX1-8,92330226MA2GTHX18C,
,,,,,宁海县仁泽机械设备租赁服务部,,MA2CJ1TG-3,92330226MA2CJ1TG3F,
,,,,,宁波索图餐饮管理有限公司,,MA7HUK95-1,91330226MA7HUK9514,
,,,,,宁海县桥头胡鑫意浴室,,MA2AF3NP-0,92330226MA2AF3NP0Q,
,,,,,宁海京普企业管理咨询服务部,,MACNND9U-3,92330226MACNND9U3P,
,,,,,宁海县海小塘餐饮有限公司,,MACTEMHJ-5,91330226MACTEMHJ5B,
,,,,,宁海李永豹餐厅,,MA2GQ1KC-5,92330226MA2GQ1KC5J,
,,,,,宁海县双陈快餐店,,MA293KJ3-5,92330226MA293KJ351,
,,,,,宁波传世健身器材有限公司,,76148688-5,91330226761486885Y,
,,,,,宁海县西店霞芳烘焙店,,MA2H5EDY-2,92330226MA2H5EDY27,
,,,,,宁海腾跃广告策划有限公司,,MA2H5KNP-9,91330226MA2H5KNP90,
,,,,,宁波新文书报刊经营有限公司大庆南路报刊亭,,MA28YDE1-6,91330205MA28YDE164,
,,,,,宁波莱玛广告有限公司,,34047297-9,913302053404729796,
,,,,,浙江天天商旅国际旅行社有限公司宁波慈城门市部,,57052698-7,91330205570526987N,
,,,,,宁波江北嘉运机械设备安装服务部（个体工商户）,,MACL3PXP-7,92330225MACL3PXP73,
,,,,,宁波市江北星晋饮品店,,MA2AEDDF-7,92330205MA2AEDDF76,
,,,,,宁波融悦出行汽车租赁有限公司,,MA281X7J-3,91330205MA281X7J3P,
,,,,,浙江龙吟大江户餐饮管理有限公司宁波万象城名炙烤肉店,,MA2J5KDH-1,91330205MA2J5KDH13,
,,,,,宁波光网文化发展有限公司,,MA284TPN-6,91330212MA284TPN6M,
,,,,,宁波市江北梦紫阳标牌制作服务部,,MA29075X-X,92330205MA29075XX1,
,,,,,宁波市江北外滩老字号文化展示有限公司,,58745553-X,9133020558745553XR,
,,,,,宁波市江北美吉家居用品有限公司,,78675468-X,9133020578675468XM,
,,,,,宁波国际旅行社有限公司第一分公司,,79954894-9,91330212799548949D,
,,,,,宁波富广芬纸业有限公司,,MA2H5MF5-X,91330205MA2H5MF5XL,
,,,,,宁波江北易安汽车租赁有限公司,,MA282H43-5,91330205MA282H435E,
,,,,,宁波市江北荟宝化妆品店,,MA2H7KY9-9,92330205MA2H7KY99X,
,,,,,宁波江北燃金餐饮店,,MABWX7Q0-0,92330205MABWX7Q00E,
,,,,,宁波市江北亚州日湖会餐饮娱乐有限公司,,79301941-3,913302057930194135,
,,,,,宁波市江北区松风桧语设计工作室,,MA7L13U7-0,91330205MA7L13U70N,
,,,,,宁波市江北明而达眼镜店,,MA2AH1JD-2,92330205MA2AH1JD2H,
,,,,,宁波江北达膳餐饮有限公司,,MA2831BX-7,91330205MA2831BX7B,
,,,,,宁波那一野向日葵艺术培训有限公司,,MA2CHN9K-8,91330205MA2CHN9K87,
,,,,,宁波市江北晨浠广告服务部,,MA2J44D8-9,92330205MA2J44D89B,
,,,,,宁波市江北声韵电子有限公司,,58747144-1,913302055874714411,
,,,,,宁波梓盛数字文化有限公司,,MACEGH8T-3,91330205MACEGH8T3G,
,,,,,宁波云酷科技有限公司,,MA2AH5D8-4,91330205MA2AH5D846,
,,,,,宁波文浩商业管理有限公司,,MA7M866E-2,91330205MA7M866E2B,
,,,,,宁波经济技术开发区恒信贸易发展有限公司江北办事处,,MA2938UJ-3,91330205MA2938UJ3K,
,,,,,宁波子曦文化传播有限公司,,MA8FW60B-6,91330205MA8FW60B64,
,,,,,昇雁（宁波）珠宝有限公司,,MA290D06-3,91330205MA290D063T,
,,,,,宁波威成文化传媒有限公司,,69507483-0,913302016950748306,
,,,,,宁波嘉明汽车服务有限公司,,MA2J4U24-7,91330205MA2J4U247U,
,,,,,宁波市江北慈城素娇面馆,,MA2H5CWP-4,92330205MA2H5CWP4F,
,,,,,宁海君临天下旅行社有限公司江北洪塘门市部,,MAD7F76J-1,91330205MAD7F76J1T,
,,,,,宁波华臻旭艺文化传媒有限公司,,MAC776D4-5,91330212MAC776D459,
,,,,,锦鲤（宁波市）艺术培训有限公司,,MA2CKHKA-6,91330205MA2CKHKA6U,
,,,,,宁波郎真文化有限公司,,MA2H4WGL-9,91330205MA2H4WGL9N,
,,,,,浙江省电信实业集团有限公司宁波市分公司,,78432300-X,9133020578432300X6,
,,,,,宁波江北崔宇办公用品经营部,,MA2J764A-X,92330205MA2J764AXX,
,,,,,浙江同生人力资源管理服务有限公司宁波江北餐饮分公司,,MACNNDW1-2,91330205MACNNDW12B,
,,,,,宁波市普世达泳池用品有限公司,,67124373-2,91330205671243732A,
,,,,,宁波新文书报刊经营有限公司日湖公园报刊亭,,MA28YDEN-6,91330205MA28YDEN6R,
,,,,,宁波市江北原时烤肉店,,MA2GUJLX-4,92330205MA2GUJLX4B,
,,,,,宁波市江北宁宁小吃店,,MA2AJC7P-5,92330205MA2AJC7P5X,
,,,,,宁波江北区安沁市场营销策划服务部,,MABMJQUK-6,92330205MABMJQUK69,
,,,,,宁波市江北一丰钢管租赁站,,MA2GQ3YB-1,92330205MA2GQ3YB1L,
,,,,,宁波寰普企业管理有限公司,,MAC43PYD-X,91330205MAC43PYDXD,
,,,,,宁波琦玉广告传媒有限公司,,MA2H5AYA-9,91330205MA2H5AYA9H,
,,,,,宁波天越房地产营销策划有限公司,,MA284HPF-8,91330205MA284HPF8F,
,,,,,宁波江北岳宝洋餐饮店（个体工商户）,,MA2EM82M-8,92330205MA2EM82M8D,
,,,,,宁波恒升广告有限公司,,MA2AFL8F-2,91330212MA2AFL8F2U,
,,,,,宁波市江北盛行教育信息咨询有限公司,,MA2CHUGU-3,91330205MA2CHUGU3U,
,,,,,宁波市江北常洪大酒店有限公司,,76149539-4,91330205761495394K,
,,,,,宁波市江北鹏弘汽车租赁有限公司,,66558699-0,91330205665586990Q,
,,,,,宁波温暖之家助农产业发展有限公司,,MAC6EXBL-2,91330205MAC6EXBL2T,
,,,,,宁波市江北麦雷顿斯贸易有限公司,,31692970-5,91330205316929705Y,
,,,,,宁波江北心野餐厅,,MABWF0T6-1,92330205MABWF0T614,
,,,,,宁波市江北慈城大光明眼镜店,,MA2832N6-5,92330205MA2832N650,
,,,,,宁波市江北新丰盛珠宝行,,MA2901EF-3,92330205MA2901EF3R,
,,,,,宁波江北怡情轩棋牌室,,MA2KPHFB-7,92330205MA2KPHFB77,
,,,,,宁波市普世达泳池用品有限公司,,67124373-2,91330205671243732A,
,,,,,宁波市江北慈城慈一饭店,,MA2ELW5B-7,92330205MA2ELW5B7R,
,,,,,宁波江北南日星召文艺创作工作室,,MABMBEG9-0,92330205MABMBEG90F,
,,,,,宁波恒耀商务服务有限公司,,MA7JYBJ0-3,91330205MA7JYBJ03T,
,,,,,宁波宗坤贸易有限公司,,MA8FW6E4-8,91330205MA8FW6E48J,
,,,,,宁波市江北慈城甘雨民间工艺坊,,MA291QBC-3,92330205MA291QBC3K,
,,,,,宁波甬徽电子有限公司,,MA2J3K8E-4,91330205MA2J3K8E4D,
,,,,,宁波利腾商贸有限公司,,MA2CL3A3-2,91330205MA2CL3A32P,
,,,,,宁波火焰商务咨询有限公司,,MACNUTET-9,91330205MACNUTET90,
,,,,,宁波市江北区诗碧曼化妆品店,,MAC0W0AM-7,92330205MAC0W0AM7X,
,,,,,宁波亿辰建筑设计有限公司,,MA293HUF-5,91330205MA293HUF5P,
,,,,,宁波巴依企业管理咨询有限公司,,MA2CKRM6-3,91330205MA2CKRM63K,
,,,,,宁波江北米墨设计工作室,,MACY21LJ-2,92330205MACY21LJ2F,
,,,,,宁波恒奕文化发展有限公司,,MA2AJWEP-4,91330211MA2AJWEP4Y,
,,,,,宁波市奉化溪口老宋照相馆,,MA2KN2CA-8,92330283MA2KN2CA83,
,,,,,宁波恒睿文化产业有限公司,,MA281CBF-9,91330283MA281CBF92,
,,,,,宁波奉化欣茂企业管理服务部,,MA2H5W12-3,92330283MA2H5W1230,
,,,,,奉化市虎啸刘网吧（普通合伙）,,69506695-3,91330283695066953N,
,,,,,宁波市奉化区闻静静家纺店,,MA2CJUK4-7,92330283MA2CJUK475,
,,,,,宁波奉化莼湖袁记快餐店,,MA2CM2DM-X,92330283MA2CM2DMXB,
,,,,,宁波奉化区小小装饰画店,,MA2CHQ3F-7,92330283MA2CHQ3F78,
,,,,,大爱书院香河酒店有限公司宁波分公司,,MA2H6L0D-2,91330283MA2H6L0D2K,
,,,,,宁波市翔鸿未来文化用品有限公司,,MA2818ET-1,91330283MA2818ET1Q,
,,,,,宁波奉化远阳汽车服务有限公司,,MA2AEFLM-0,91330283MA2AEFLM0Y,
,,,,,宁波葛军辉餐饮管理有限公司,,MABNBULR-4,91330283MABNBULR4M,
,,,,,宁波高辉贸易有限公司,,MA7C87XJ-9,91330283MA7C87XJ9N,
,,,,,宁波市奉化区雪窦山公共交通服务有限公司,,30892099-7,913302833089209972,
,,,,,奉化市阳光文具制造有限公司,,MA2GG2UC-7,91330283MA2GG2UC74,
,,,,,宁波奉化星光盛殿娱乐会所（普通合伙）,,MA2AGF6D-2,91330283MA2AGF6D2W,
,,,,,奉化市阿杰汽车服务有限公司,,MA2812U9-3,91330283MA2812U93U,
,,,,,宁波老故事酒店管理有限公司,,MACTDBXR-7,91330283MACTDBXR7E,
,,,,,宁波市奉化区浓墨重彩广告经营部,,MA2ERU9M-X,92330283MA2ERU9MXD,
,,,,,宁波碧海珍源餐饮有限公司,,MACDY5A6-2,91330283MACDY5A626,
,,,,,宁波万舸电子商务有限公司,,MA2J7639-5,91330283MA2J76395Y,
,,,,,宁波盛峰广告传媒有限公司,,MA7FFP7R-9,91330283MA7FFP7R9J,
,,,,,宁波旷观文化传播有限公司,,MA2J6DWU-5,91330283MA2J6DWU5A,
,,,,,宁波奉化伟越企业管理服务部,,MABXQD92-8,92330283MABXQD928A,
,,,,,宁波市奉化区岳林亚珠土菜馆,,MA29236X-6,92330283MA29236X61,
,,,,,宁波奉化日尧暮摄影工作室（个体工商户）,,MAD4CA8P-2,92330283MAD4CA8P21,
,,,,,奉化市泉溪书画社,,MA2ER68W-X,92330283MA2ER68WX7,
,,,,,宁波华昌泰户外用品有限公司,,75626936-8,913302837562693689,
,,,,,宁波江氧设备租赁有限公司,,MA281QLL-X,91330283MA281QLLXY,
,,,,,宁波市朴宿怡澜民宿有限公司,,MA2CHE9M-X,91330283MA2CHE9MXF,
,,,,,宁波市奉化区徐飞云烤鱼店,,MA291B1A-2,92330283MA291B1A2N,
,,,,,奉化市王永华餐厅,,MA2ERPJA-1,92330283MA2ERPJA1H,
,,,,,宁波奉化富璟火锅店,,MA2AHNPL-6,92330283MA2AHNPL68,
,,,,,宁波奉化三横聚客园饭店,,MA2J3QGP-1,92330283MA2J3QGP1T,
,,,,,宁波市奉化区宝鑫珠宝首饰店,,MA2KP2Y8-2,92330283MA2KP2Y82C,
,,,,,宁波奉化富翔工艺品厂,,MA281TCC-7,91330283MA281TCC7K,
,,,,,宁波市奉化区赵君化妆品店,,MA2GRUAG-9,92330283MA2GRUAG95,
,,,,,上海生椰出马餐饮管理有限公司,,MABMNEF1-4,91310113MABMNEF14B,
,,,,,宁波沐风堂艺术传媒有限公司,,MA2KNX5Y-4,91330283MA2KNX5Y4R,
,,,,,宁波市奉化区啊芬餐饮店,,MA293TDN-5,92330283MA293TDN5C,
,,,,,宁波辰友珠宝有限公司,,MA7N6JDT-5,91330283MA7N6JDT5H,
,,,,,宁波市奉化溪口金港湾浴场,,MA2AFMMK-5,92330283MA2AFMMK52,
,,,,,宁波雪窦山演艺经纪有限公司,,MA2H6F9P-1,91330283MA2H6F9P1R,
,,,,,宁波奉化万达古茗奶茶店,,MA2GQXJ9-1,92330283MA2GQXJ919,
,,,,,宁波市奉化区林红餐饮店,,MA2AJEHD-6,92330283MA2AJEHD6W,
,,,,,宁波以沫文化传媒有限公司第五分公司,,MA2KPJRH-8,91330283MA2KPJRH8J,
,,,,,奉化市晶都汽车租赁有限公司,,58395116-5,913302835839511652,
,,,,,宁波斌华二手车经纪有限公司,,MA2GQD8A-5,91330283MA2GQD8A5D,
,,,,,宁波市奉化区阳辰广告装饰部,,MA290HXE-X,92330283MA290HXEX1,
,,,,,宁波市奉化区万福来打金店,,MA2AF3GM-1,92330283MA2AF3GM19,
,,,,,宁波奉化星动溜溜轮滑店,,MA2J3RA8-7,92330283MA2J3RA873,
,,,,,爱意文化传媒（宁波）有限公司,,MAC4J5M1-8,91330211MAC4J5M18L,
,,,,,宁波简丹空间设计有限公司,,MACUABDG-4,91330211MACUABDG43,
,,,,,宁波市镇海区骆驼和美家纺店,,MA2EQE1D-6,92330211MA2EQE1D6H,
,,,,,宁波众爱贸易有限公司,,MA2KNU68-X,91330211MA2KNU68XE,
,,,,,宁波俞诚文化传媒有限公司,,MA2J6NHQ-4,91330211MA2J6NHQ4D,
,,,,,宁波市镇海区骆驼吴继西棋牌室,,MACT73ER-1,92330211MACT73ER12,
,,,,,宁波大头郭文化传媒有限公司,,MAD2Q0Q3-4,91330211MAD2Q0Q34N,
,,,,,宁波市镇海区骆驼赣川相饭店,,MA2835XE-2,92330211MA2835XE22,
,,,,,宁波驿泊停车管理有限公司,,MA2CMD7B-1,91330201MA2CMD7B12,
,,,,,宁波市镇海区招宝山一品奶茶店,,MA2EQHPE-5,92330211MA2EQHPE52,
,,,,,宁波市镇海区骆驼加勒比海盗餐厅,,MA2AEFHW-7,92330211MA2AEFHW7E,
,,,,,宁波市镇海区骆驼温新化妆品商行,,MA2CH6BP-5,92330211MA2CH6BP5C,
,,,,,宁波光耀文化传媒有限公司,,30890262-5,913302113089026259,
,,,,,宁波镇海北杏企业管理工作室,,MA2J7J7Q-5,92330211MA2J7J7Q5F,
,,,,,宁波市劲达体育发展有限公司,,MA2AHMC9-2,91330211MA2AHMC92L,
,,,,,宁波地平线装潢设计有限公司,,31680152-5,91330211316801525F,
,,,,,宁波镇海荣幸餐饮服务部,,MACWQ438-5,92330211MACWQ4385E,
,,,,,宁波卓战酒店管理有限公司,,MACPDK3F-9,91330211MACPDK3F9F,
,,,,,宁波市镇海区招宝山约饭快餐店,,MA2AFUUF-7,92330211MA2AFUUF78,
,,,,,宁波锺亿摄影器材有限公司,,MA2J6K3H-3,91330211MA2J6K3H3X,
,,,,,宁波市镇海区庄市吐司奶吧饮品店,,MA2EQLA5-7,92330211MA2EQLA57T,
,,,,,宁波宇惠通贸易有限公司,,MA2827GD-6,91330211MA2827GD6D,
,,,,,宁波悦邦汽车贸易有限公司,,MA2AHRLP-4,91330211MA2AHRLP4K,
,,,,,宁波市镇海区澥浦许家餐馆,,MA2AJ0RX-5,92330211MA2AJ0RX59,
,,,,,宁波市镇海区骆驼百兴家电商店,,L3649642-6,91330211L36496426H,
,,,,,宁波泓扬电子商务有限公司,,MA2J6L63-0,91330211MA2J6L630E,
,,,,,宁波市镇海区招宝山任雪窗帘店,,MA2GQ9EJ-6,92330211MA2GQ9EJ6H,
,,,,,宁波凯华展览有限公司,,09983262-3,91330211099832623E,
,,,,,宁波苏合文化传媒有限公司,,MA2J5C7K-6,91330211MA2J5C7K6M,
,,,,,宁波市镇海区骆驼赤宵川菜馆,,MA2KP0H3-8,92330211MA2KP0H388,
,,,,,宁波镇海沃锡君挖掘机租赁部,,MA2J4P6L-8,92330211MA2J4P6L8U,
,,,,,宁波中耕稻盛文化发展有限公司,,MA2H6Y85-3,91330211MA2H6Y853T,
,,,,,宁波启通教育科技有限公司,,31691404-4,913302113169140442,
,,,,,宁波市镇海区骆驼四方打字店,,MA2EQKEY-7,92330211MA2EQKEY74,
,,,,,宁波祥昶商贸有限公司,,MA7CD7E3-4,91330211MA7CD7E340,
,,,,,宁波市镇海龙豪塑品厂,,MA2GFXJ7-5,91330211MA2GFXJ75P,
,,,,,宁波市镇海区骆驼星诺儿童乐园,,MACLP0TG-X,92330211MACLP0TGXA,
,,,,,宁波市镇海区九龙湖芳华里广告创意工作室,,MA2KP15A-1,92330211MA2KP15A1W,
,,,,,宁波猛士文化传媒有限公司,,MA2813RX-3,91330211MA2813RX33,
,,,,,宁波阿特艺术特长培训有限公司,,MA2GWKTB-9,91330211MA2GWKTB92,
,,,,,宁波市镇海杰岳网吧有限公司,,MA2GWFCY-5,91330211MA2GWFCY5W,
,,,,,宁波市镇海区小米艺术特长培训有限公司,,MA2CJMHR-4,91330211MA2CJMHR4L,
,,,,,宁波市镇海区九龙湖面前山农家乐店,,MA2EQKQB-5,92330211MA2EQKQB53,
,,,,,宁波花涧谷尚文化传媒有限公司,,MACLX8AX-3,91330211MACLX8AX3P,
,,,,,宁波市镇海区贝乐艺术特长培训有限公司,,MA2CJHTM-6,91330211MA2CJHTM6W,
,,,,,浙江晨熠数字科技有限公司,,MACH9YL7-7,91330211MACH9YL77J,
,,,,,宁波市镇海区庄市青林咖啡店,,MA7FPMLK-7,92330211MA7FPMLK73,
,,,,,宁波锐意数码影像有限公司,,MA282T8E-3,91330211MA282T8E31,
,,,,,宁波市镇海区庄市陈术华饭店,,MA2EQET9-1,92330211MA2EQET91U,
,,,,,宁波市鄞州首南迈诺餐厅,,MA2CHYDM-X,92330212MA2CHYDMXU,
,,,,,宁波易媒文化传媒有限公司,,MA7MFXBU-7,91330205MA7MFXBU71,
,,,,,宁波梅山保税港区海根杨甫洲商务服务部,,MA2KNP1L-0,92330206MA2KNP1L0D,
,,,,,宁波海曙诗云足浴店,,MA2H5Y4A-3,92330203MA2H5Y4A3U,
,,,,,宁波磨古文化有限公司,,MA2H6HUL-8,91330205MA2H6HUL82,
